,Headlines,Date
414,Reliance Q3 net profit at Rs 3882 cr, 17 Jan 2008
415,Simplex to foray into thermal power production,17 Jan 2008 
416,RIL Q3 net seen up at Rs 3837.2 cr,16 Jan 2008 
417,Bank Of India can move upto Rs 460-465: Gujral,15 Jan 2008 
418,RIL's Jamnagar Refinery wins Golden Peacock Training Award,15 Jan 2008
419,RIL makes gas discovery in Krishna Basin,15 Jan 2008
420,RPL a good buy at Rs 210-215: Kedia, 15 Jan 2008
421,"Above Rs 3267, Reliance has target of Rs 3350",14 Jan 2008 
422,World conference on conversion of coal into petro product,14 Jan 2008
423,RIL's Hazira Mfg Dvsn gets Golden Peacock Innovation Awd, 14 Jan 2008
424,"GAIL, ONGC teaming up for Mumbai offshore gas ",14 Jan 2008 
425,Vijay positive on Reliance Industries,11 Jan 2008 
426,"Avoid RNRL, RPL: Mohindar",10 Jan 2008 
427,"RIL, RNRL file appeal against gas dispute verdict: Srcs",09 Jan 2008 
428,Reliance Industries can touch Rs 3300,08 Jan 2008 
429,RIL Q3 net profit seen up at Rs 3948 cr,08 Jan 2008 
430,Vijay negative on IFCI, 08 Jan 2008
431,RIL has target of Rs 3267: Manghnani, 07 Jan 2008
432,Solution to Ambani gas dispute in sight? ,05 Jan 2008 
433,IOC raises prices of branded fuel ,05 Jan 2008 
