,Headlines,Date
440,RIL Q3 net up 58% at 2799cr,18 Jan 2007
441,Hold Reliance Industries; target of Rs 1450: Citigroup, 18 Jan 2007
442,Consolidation in retail space soon,17 Jan 2007
443,Rise in petrochemical margins for RIL expected, 17 Jan 2007
444,RIL Q3 net seen up 27.5% to Rs 2264cr,17 Jan 2007
445,Indias GDP can be USD 7.5 trillion by 2025: Mukesh Ambani,17 Jan 2007
446,"RIL, Yemeni firm to build refinery",16 Jan 2007
447,F&O strategies for the day, 15 Jan 2007
448,"Pipeline for Rajasthan crude: ONGC, Cairn near consensus",15 Jan 2007
449,Reliance Comm looks attractive,11 Jan 2007
450,RIL showing interest in buying GE Plastics?,11 Jan 2007
451," Reliance Industries Q3 results on January 18, 2007", 11 Jan 2007
452,Mukesh Ambani taps the insurance sector,10 Jan 2007
453,ONGC has support at Rs 870-875,10 Jan 2007
454,ONGC yet to decide on rig sharing,08 Jan 2007
455,"Further upside in Reliance Industries, ONGC",05 Jan 2007
456,Buy Reliance Industries: DSP Merrill Lynch,03 Jan 2007
457,Indian retailers battling high rentals,02 Jan 2007
