,Headlines,Date
386,"Ambani brothers in Rs 1,200cr deal for fibre optic network",02 Apr 2013 
387,Ambani brothers join hands for telecom biz,02 Apr 2013 
388,Anil Ambani group stks up on pact with Reliance Inds' unit,02 Apr 2013 
389,"Reliance Jio, Reliance Communications sign Rs 1200 cr deal",02 Apr 2013 
390,RIL has strong support at Rs 750-760: Sukhani,01 Apr 2013 
391,Go long on Reliance Industries: Sukhani, 01 Apr 2013
392,Reliance Industries a good bet: Rajen Shah, 01 Apr 2013
393,Check out Angel's top picks in NBFCs & auto sector, 01 Apr 2013
394,Quantum Securities positive on oil & gas space,28 Mar 2013 
395,Expect rally in Reliance Industries: Sukhani, 28 Mar 2013
396,Enter Reliance Industries: SP Tulsian,26 Mar 2013 
397,Buy Reliance Industries: Sukhani,26 Mar 2013 
398,Short Reliance with a target of Rs 765: Jain,26 Mar 2013 
399,"Upbeat on RIL, ONGC, GAIL, says Sukhani",26 Mar 2013 
400,Go short on HDFC Bank & Ultratech Cement: Angel Broking, 26 Mar 2013
401,Reliance Industries spuds first exploration well in 5 years,25 Mar 2013 
402,"Buying opportunities seen in RIL, ONGC: Sukhani",25 Mar 2013 
403,"Buy RIL, ONGC, GAIL: Sukhani",25 Mar 2013 
404,CAG to restart RIL audit by next month: Oil Secretary,24 Mar 2013 
405,RIL bags International Refiner of the Year 2013 award, 23 Mar 2013
406,RIL has good support around Rs 800: Sukhani,22 Mar 2013 
407,Reliance Ind may fall to Rs 804 in near-term: Mohindar,21 Mar 2013 
408,"Checkout: How to trade Reliance, L&T, Hero MotoCorp",21 Mar 2013 
409,"CCI clears RIL's block for oil, gas production",20 Mar 2013 
410,"Mukesh Ambani to quit BoA board, to join global adv council", 16 Mar 2013
411,Mukesh Ambani stepping down from BofA board, 16 Mar 2013
412,Q4 Advance Tax: Banks likely to aid Mumbai meet its target , 15 Mar 2013
413,Kotak says not time for optimism about Reliance Industries,15 Mar 2013 
414,RIL may go towards Rs 900: Manghnani,15 Mar 2013 
415,"Reliance Industries an outperformer, says Sukhani", 15 Mar 2013
416,SAT adjourns RIL-Sebi case hearing till Apr 8, 14 Mar 2013
417,RIL to invest USD 27 bn in next 4 years,13 Mar 2013 
418,Do not buy Reliance Industries: Agarwal, 13 Mar 2013
419,Is RIL's Rs 1 lakh cr capex for core biz ready to take off?, 13 Mar 2013
420,RIL shortlisted for multi-billion dollar Iraq oil project,12 Mar 2013 
421,Sukhani upbeat on Reliance: Sukhani,12 Mar 2013 
422,"RIL, ONGC gain on FTSE quarterly rebalancing", 12 Mar 2013
423,"Defence Ministry clears oil blocks of RIL, others",11 Mar 2013 
424,BofA-Merrill upgrades RIL to 'neutral'; shares gain,11 Mar 2013 
425,Oil Min for CAG doing financial audit of RIL's KG-D6,07 Mar 2013 
426,HC disposes Sebi plea on CIC order in Rel Petroleum case,06 Mar 2013 
427,RIL rises 1% as Credit Suisse maintains outperform rating,06 Mar 2013 
428,Sell Reliance 760 strike put option at Rs 2: Trivedi,06 Mar 2013 
429,RIL likely to outperform Nifty over one year: Sukhani, 06 Mar 2013
430,RIL can go upto Rs 870: Desai,05 Mar 2013 
431,Buy Reliance Industries: Sukhani,05 Mar 2013 
432,Ministry of Defence clears RIL gas blocks,04 Mar 2013 
433,Buy RIL; target of Rs 836: Vayalar,04 Mar 2013 
434,Morgan Stanley upgrades Reliance Industries, 04 Mar 2013
435,"Buy RIL, SBI, PNB: Baliga",02 Mar 2013 
436,Tata Motors may slip: Sukhani,01 Mar 2013 
437,Buy Reliance Industries: Sukhani,01 Mar 2013 
438,Buy Reliance Industries; target Rs 931: Firstcall Research,28 Feb 2013 
439,"Go long on RIL, Bharti Airtel, HDFC: Sukhani",26 Feb 2013 
440,Modest earnings in Q3FY13 on sluggish revenue growth: Angel,26 Feb 2013 
441,"L&T, BHEL, RIL, SBI, PNB top picks: Baliga",25 Feb 2013 
442,"GSPC takes cue from RIL, seeks LNG price of KG gas",25 Feb 2013 
443,RIL gives half of documents sought by CAG ,24 Feb 2013 
444,"Buy Infosys, Reliance, Bharti for next week: Sukhani",23 Feb 2013 
445,"Reliance Industries JV begins construction of new Butyl Rubber Plant, Jamnagar",22 Feb 2013 
446,Oil Min proposes rostering of KG-D6 gas,21 Feb 2013 
447,SAT adjourns RIL-Sebi case hearing till March 14,21 Feb 2013 
448,Exit Sintex Industries; buy RIL: Sukhani,21 Feb 2013 
449,"RIL has target of Rs 1000, says Rajen Shah", 21 Feb 2013
450,Buy Reliance Industries on dips: Sudarshan Sukhani, 21 Feb 2013
451,Buy Reliance Ind 880 call at around Rs 10: Sharma, 21 Feb 2013
452,SAT to hear RIL's appeal against Sebi tomorrow, 20 Feb 2013
453,"Accumulate Reliance Industries, says Sharma",20 Feb 2013 
454,RIL may enter voice mkt; telecom needs consolidation: Kotak,20 Feb 2013 
455,Reliance Industries may test Rs 825 in 2-3 weeks: Kulkarni,20 Feb 2013 
456,"Sukhani upbeat on ONGC, RIL",20 Feb 2013 
457,RIL can go upto Rs 900: Sukhani,20 Feb 2013 
458,Reliance Industries can move to Rs 1200: Darashaw, 20 Feb 2013
459,"Reliance Industries can move to Rs 900, says SP Tulsian",19 Feb 2013 
460,BP and RIL update Govt of India on KG D6 block enhancement plan,19 Feb 2013 
461,"Reliance, BP to invest $5 bn to boost D6 output",19 Feb 2013 
462,Bharti Airtel down 2% on 4G competition fears,19 Feb 2013 
463,Hotel Leela surges 15% on sale of IT park building, 19 Feb 2013
464,ONGC sets world-record in drilling undersea well,18 Feb 2013 
465,MoEF allows GVK to use diesel at AP gas-based power plant,18 Feb 2013 
466,"Buy Reliance Industries, ITC, HUL: Sukhani",15 Feb 2013 
467,"Buy RIL, HDFC: Sukhani",13 Feb 2013 
468,Reliance Industries may move towards Rs 894-905: Manghnani, 13 Feb 2013
469,Super Six stocks that can boost your portfolio on Feb 13,13 Feb 2013 
470,Buying opportunity seen in Reliance Industries: Sukhani,12 Feb 2013 
471,RIL plans CDU maintenance turnaround at Jamnagar refinery, 11 Feb 2013
472,RIL plans maintenance turnaround at Jamnagar Refinery,11 Feb 2013 
473,Reliance Industries may test Rs 850: Harchekar,11 Feb 2013 
474,Solar power to be focus of shift in energy needs: Ambani, 10 Feb 2013
475,OilMin nod for drilling in exploration area ,10 Feb 2013 
476,Green panel defers RIL proposal to develop Cambay Basin,10 Feb 2013 
477,"Buy SAIL with target of Rs 105-110, says Baliga", 09 Feb 2013
478,Exit Jaiprakash Power Ventures: Sukhani,06 Feb 2013 
479,FinMin move may sound death knell for oil refineries,05 Feb 2013 
480,RIL may test Rs 960; enter around Rs 870-880: Kapoor,05 Feb 2013 
481,Oil Min to go to Cabinet on gas pricing: Moily,04 Feb 2013 
482,Buy RIL with a target of Rs 1050-1100: Baliga,04 Feb 2013 
483,Axis Bank can touch Rs 1600: Nomura, 04 Feb 2013
484,"M-cap of top seven cos dip by Rs 30,797 cr", 03 Feb 2013
485,"Ice broken on defence clearance to KG-D6, 6 blocks: Moily",01 Feb 2013 
486,"Buy BPCL, ONGC, RIL on correction: Subramanium",01 Feb 2013 
487,"Trade in RIL, ONGC, BPCL with positive bias in Feb: Vayalar",31 Jan 2013 
488,"First CCI meet: No breakthrough in oil, gas blocks issue",30 Jan 2013 
489,Buying opportunity seen in Reliance Industries: Sukhani,30 Jan 2013 
490,Reliance Industries has support around Rs 880: Manghnani, 30 Jan 2013
491,Reliance pricing of USD 800 mn 5.875% Senior Perpetual Notes, 30 Jan 2013
492,"Reliance Industries may dip to Rs 840, says Kulkarni",29 Jan 2013 
493,No threat of work stopping at KG-D6 gas fields: RIL,28 Jan 2013 
494,"RIL hits overseas debt mkts, launches over $500m issue",28 Jan 2013 
495,"Buy Reliance Industries, says Jal Irani", 25 Jan 2013
496,Don't see meaningful earnings upgrade from RIL ahead: Pai,24 Jan 2013 
497,Buy Reliance Industries: Ventura,24 Jan 2013 
498,OilMin for doubling gas price to $8-8.5 per mmBtu,23 Jan 2013 
499,"RIL, ONGC can see smart rally: Harchekar",23 Jan 2013 
500,Reliance Industries can test Rs 1200: Darashaw,23 Jan 2013 
501,RIL gas output falls to all time low,22 Jan 2013 
502,Angel Broking neutral on Reliance Industries,22 Jan 2013 
503,Reliance Industries can go up 20-30%: Religare Capital,22 Jan 2013 
504,"Reliance Industries may test Rs 970-980, says Baliga",21 Jan 2013 
505,See RIL in Rs 900-1000 range for 2013: Tulsian,21 Jan 2013 
506,"Exit Reliance Industries, says Sukhani",21 Jan 2013 
507,Panel report on gas pricing is investment enabling: RIL,21 Jan 2013 
508,"Tulsian guides how to trade RIL, NTPC post Q3 earnings",21 Jan 2013 
509,Exit Reliance Industries: Sukhani,21 Jan 2013 
510,Hold Reliance Industries; target Rs 834: Emkay,21 Jan 2013 
511,What lies ahead for Reliance Industries after Q3, 21 Jan 2013
512,BPCL a top pick: Edelweiss Securities, 21 Jan 2013
513,"Reliance should hit Rs 1,000 by July: Angel Broking", 21 Jan 2013
514,Donât expect Reliance to go below Rs 840 in Jan: Trivedi, 21 Jan 2013
515,IDFC cuts RIL to 'neutral' citing valuations, 21 Jan 2013
516,RIL could witness moderate gain: StanChart Sec,21 Jan 2013 
517,RIL soars 6% in early trade on strong Q3 earnings,21 Jan 2013 
518,Reliance Industries closes buyback of equity shares,21 Jan 2013 
519,Reliance Inds share buyback closes; gets 38% of target,20 Jan 2013 
520,Govt approves de-notification of 40% of RIL's Gujarat SEZ,18 Jan 2013 
521,"RIL beats street with refining, petchem boost: JM Fin",18 Jan 2013 
522,RIL beats expectations by smarter crude sourcing: Taneja,18 Jan 2013 
523,RIL stock price to touch 4 digit: SP Tulsian,18 Jan 2013 
524,"Buy ONGC, GAIL, Reliance Industries: Sukhani",18 Jan 2013 
525,RIL's petchem business to see steady growth ahead: IIFL,18 Jan 2013 
526,RIL Q3 net profit at Rs 5502 crore,18 Jan 2013 
527,"Reliance beats street in Q3: Petchem, GRM outperform",18 Jan 2013 
528,Bullish on cement till June; buy Exide at Rs 120: Tulsian,18 Jan 2013 
529,"Reliance Industries may rally to Rs 950-960, says Bhat",18 Jan 2013 
530,RIL can touch Rs 1000: Sukhani,18 Jan 2013 
531,RIL Q3 PAT seen up 25% at Rs 5569 cr: KRChoksey,18 Jan 2013 
532,"Reliance Industries may go up to Rs 920-925, says Harchekar",18 Jan 2013 
533,RIL Q3 PAT seen up 13% at Rs 5016.8 cr: P Lilladher,18 Jan 2013 
534,RIL Q3 PAT seen down 7.3% at Rs 4983.1 cr: Motilal Oswal,18 Jan 2013 
535,"Buy Reliance Industries, says VK Sharma",18 Jan 2013 
536,Rs 900-920 to be first resistance for Reliance: Manghnani,18 Jan 2013 
537,RIL becomes most influential stock in Sensex ,17 Jan 2013 
538,"Buy Reliance Industries, ONGC on decline: Sukhani",17 Jan 2013 
539,Reliance Industries Q3: Here's what the street is expecting, 17 Jan 2013
540,"Buy Reliance Industries, target of Rs 1050, says Baliga", 17 Jan 2013
541,Reliance Industries can test Rs 870-875: Sukhani, 17 Jan 2013
542,"Sees IT stocks as trading bets, not investments: Baliga", 17 Jan 2013
543,"Reliance Industries preferred pick, says Sukhani",16 Jan 2013 
544,RIL has strong resistance Rs 874: Vayalar,16 Jan 2013 
545,Buy Reliance Industries: Sukhani,16 Jan 2013 
546,Sukhani upbeat on ONGC: Sukhani,16 Jan 2013 
547,Reliance Industries gains ahead of Q3 earnings, 16 Jan 2013
548,"Buy Yes Bank, says Sudarshan Sukhani", 16 Jan 2013
549,Alpha Trade: Buy RIL Feb fut; sell Nifty Feb fut, 16 Jan 2013
550,Bullish on Spicejet; upbeat on Yes Bank Q3 result: Tulsian,15 Jan 2013 
551,RIL's GRMs likely to be better in Q3: Diwan,15 Jan 2013 
552,Gas output from RIL's KG-D6 fields drops to 22 mmscmd,14 Jan 2013 
553,Reliance Industries has target of Rs 1000: Rajen Shah, 14 Jan 2013
554,Bullish on mkt till mid-Jan; buy Titan Indus: SP Tulsian, 12 Jan 2013
555,"Short GAIL, ONGC, Reliance Industries: Sukhani",11 Jan 2013 
556,India Inc flock Gujarat: RIL commits Rs 100Kcr in 3 yrs ,11 Jan 2013 
557,Institutional holding in RIL rises to 7-year high,11 Jan 2013 
558,SAT adjourns RIL-Sebi case till January 24,11 Jan 2013 
559,Oil & Gas: Supply side pressures to weigh on crude in FY14,11 Jan 2013 
560,SAT to hear RIL appeal against Sebi tomorrow,10 Jan 2013 
561,"RIL Q3 results on Jan 18, 2013",10 Jan 2013 
562,"CCI to consider approval to RIL's KG-D6, 46 other blocks",09 Jan 2013 
563,"Reliance Industries, ONGC look strong: Sukhani",08 Jan 2013 
564,RIL applies for de-notifying 40% of its Gujarat SEZ,08 Jan 2013 
565,RIL's KG-D6: CAG to begin audit on Jan 9,07 Jan 2013 
566,Buy Reliance Industries: Sudarshan Sukhani, 07 Jan 2013
567,RIL Q3 PAT seen up 15% at Rs 5108 cr: Angel Broking,05 Jan 2013 
568,Other income to boost Oil & Gas PAT by 15% yoy: Angel,05 Jan 2013 
569,"Buy Bharti Airtel, Infosys, RIL: Sukhani",04 Jan 2013 
570,Cairn up 4% after exploration allows in producing field,04 Jan 2013 
571,"Producing fields: OilMin allows RIL, Cairn to explore more",04 Jan 2013 
572,Sebi rejects settlement in Reliance Industries dispute,04 Jan 2013 
573,Oil companies gain on gas pricing reform hopes, 04 Jan 2013
574,RIL a good pick in oil & gas sector: Atul Badkar, 04 Jan 2013
575,Anil Manghnani not bullish on Cairn India, 04 Jan 2013
576,"ONGC, Oil India gain on Rangarajan panel report", 04 Jan 2013
577,"Sebi rejects consent pleas of Reliance Inds, 148 others",04 Jan 2013 
578,Reliance Industries approaches Tribunal against Sebi,03 Jan 2013 
579,Govt allows clubbing of fuel supplies to units of same firm,03 Jan 2013 
580,ONGC can touch Rs 285-290: Panda,03 Jan 2013 
581,"RIL sells 2013 gasoil, jet fuel at high premiums",02 Jan 2013 
