,Headlines,Date
424,Hold Reliance Industries: Bhambwani,26 Apr 2010 
425,Buy Reliance Industries at Rs 1050-1060: Gujral, 26 Apr 2010
426,"RIL Q4 nos disappoints street, but experts are not worried", 23 Apr 2010
427,Buy Reliance Industries on dips: Dhawan,23 Apr 2010 
428,"RIL Q4 nos below estimates, net jumps 19% at Rs 4710 cr",23 Apr 2010 
429,Reliance can test Rs 1120-1130: Shardul Kulkarni,23 Apr 2010 
430,Reliance March crude imports dip 25% m/m: trade,23 Apr 2010 
431,NTPC to buy 1.5 mmscmd gas from Reliance Industries,23 Apr 2010 
432,Get in Reliance Industries at Rs 1050-1060: Gujral, 23 Apr 2010
433,Buy 1100 call of Reliance Industries: VK Sharma,23 Apr 2010 
434,RIL Q4 PAT seen up 49% at Rs 5280 cr,22 Apr 2010 
435,"Atlas, Reliance to buy more Marcellus acreage",22 Apr 2010 
436,Gas sales to lift Reliance results; M&A key, 21 Apr 2010
437,Buy Reliance Industries on dips: Choksey,19 Apr 2010 
438,Buy Reliance Industries closer to Rs 1010-1015: Baliga,19 Apr 2010 
439,RIL has support at Rs 1078-1080: Anu Jain, 19 Apr 2010
440,Buy RIL with long term perspective: Irani,17 Apr 2010 
441,Buy RIL with a target of Rs 1220: Mohindar, 17 Apr 2010
442,Buy Reliance Industries on declines: Sukhani,16 Apr 2010 
443,Reliance invested $20-$30 m in Deccan 360: Source,16 Apr 2010 
444,RIL invests USD 20-30 mn for stake in Deccan 360: Sources, 16 Apr 2010
445,Invest in Reliance Industries: Mukadam, 16 Apr 2010
446,Reliance D9 reserves downgraded by 50%,16 Apr 2010 
447,BSE Sensex falls 0.2%; Infosys rallies,13 Apr 2010 
448,Atlas Energy to enter into long term service contracts,13 Apr 2010 
449,"Enter Reliance Industries, says Sukhani",13 Apr 2010 
450,BSE Sensex sheds 0.5%; banks lead decline,12 Apr 2010 
451,Reliance Industries can add Rs 30-35: Maheshwari,12 Apr 2010 
452,Hold Reliance Industries: Bhambwani,12 Apr 2010 
453,RIL-Atlas Energy JV: Scott Hanold analyses deal potential, 10 Apr 2010
454,RIL-Atlas Energy JV: How do experts view it?,09 Apr 2010 
455,Debt-funded 3G to hurt telcos' capital structures: Crisil,09 Apr 2010 
456,Reliance to invest $1.7 bn for Marcellus JV ,09 Apr 2010 
457,Reliance finds more gas in KG basin,09 Apr 2010 
458,Reliance facing hurdles to hit peak D6 output,07 Apr 2010 
459,RIL producing 63-64 mmscmd gas from D6 block,06 Apr 2010 
460,RIL headed towards Rs 1190-1120: Thacker,05 Apr 2010 
461,"Above Rs 1120, RIL can touch Rs 1300: Choksey", 05 Apr 2010
462,Reliance not seen renewing Iran crude import deal, 03 Apr 2010
463,Reliance has resistance at Rs 1100-1120: Gujral,01 Apr 2010 
464,Reliance not renewing Iran crude import deal: Sources,01 Apr 2010 
465,Reliance not seen renewing Iran crude deal,01 Apr 2010 
466,RIL likely to outperform: Sukhani,31 Mar 2010 
467,Bala upbeat on banking and financial space,31 Mar 2010 
468,Reliance to tighten grip on world fuel markets,31 Mar 2010 
469,Reliance to tighten grip on world fuel markets, 31 Mar 2010
470,Ambani's Problem of Plenty, 31 Mar 2010
471,Stay invested in Reliance Industries: SP Tulsian, 29 Mar 2010
472,Hold Reliance Industries: Bhambwani, 29 Mar 2010
473,Nischal Maheshwari neutral on Reliance Industries, 19 Mar 2010
474,RIL likely to remain in rangebound: Chouhan,18 Mar 2010 
475,"Devina Mehra not positive on RIL, Cairn India", 17 Mar 2010
476,"Buy RIL 1180 call, says VK Sharma", 17 Mar 2010
477,RIL in running for JV with US's Atlas Energy,17 Mar 2010 
478,RIL can maintain momentum: Vora,16 Mar 2010 
479,RIL has resistance at Rs 1100-1150: Mohindar,16 Mar 2010 
480,Reliance out of race for Canadian firm,16 Mar 2010 
481,India Inc Q4 advance tax nos a mixed bag,15 Mar 2010 
482,Reliance to shut VGO unit in Apr-May: Sources,15 Mar 2010 
483,Judge approves Lyondell settlement with creditors,12 Mar 2010 
484,RIL has strong support at Rs 960-950: Thacker,10 Mar 2010 
485,Reliance offer not sufficiently valuable: Lyondell,08 Mar 2010 
486,Hold Reliance Industries: Joshi,06 Mar 2010 
487,Reliance leases 1.2m bbl storage in Bahamas, 06 Mar 2010
488,RIL has resistance at Rs 1100: Gujral, 06 Mar 2010
489,Reliance Industries looks strong: ULJK Securities,04 Mar 2010 
490,Expect 20-25% return in RIL: Irani,04 Mar 2010 
491,Reliance Industries has resistance at Rs 1050: Agarwal,04 Mar 2010 
492,Buy 1040 call of Reliance Industries: VK Sharma, 04 Mar 2010
493,Reliance not planning to up Lyondell offer: Source,04 Mar 2010 
494,Buy Reliance Industries: Suresh Mahadevan, 03 Mar 2010
495,Lyondell rejects Reliance bid: Bloomberg,02 Mar 2010 
496,Reliance may look elsewhere as Lyondell hopes fade, 02 Mar 2010
497,Reliance shares rally on fading Lyondell buy hopes, 02 Mar 2010
498,Reliance raises Lyondell bid to $14.5 bln,22 Feb 2010 
499,Reliance submits revised offer for LyondellBasell: Sources,20 Feb 2010 
500,RIL may hike LyondellBasell bid, 19 Feb 2010
501,Reliance still an outperformer: Sukhani,18 Feb 2010 
502,RIL has till Feb 19 to better LB proposal: Sources,18 Feb 2010 
503,Setback for RIL: Lyondell settles creditor disputes,17 Feb 2010 
504,Petronas ships gasoline from RIL to Iran,11 Feb 2010 
505,Reliance has resistance at Rs 1018-1060: Gujral,11 Feb 2010 
506,Reliance says halted fuel sales to Iran last May, 10 Feb 2010
507,"After RIL, other suitors line up for Canada's VCI",09 Feb 2010 
508,Reliance Industries to outperform: Srivastava,09 Feb 2010 
509,Reliance Industries has support at Rs 970: Anu Jain, 08 Feb 2010
510,Chartadvise's top sector picks in volatile mkts,06 Feb 2010 
511,RIL submits interest in Canadian firm: Sources,05 Feb 2010 
512,RIL may slip to Rs 970: Mitesh Thacker, 05 Feb 2010
513,"Srivastava positive on RIL, L&T",01 Feb 2010 
514,Reliance leases storage in the Caribbean,28 Jan 2010 
515,Limited downside in Reliance Industries: Baliga,28 Jan 2010 
516,Shankar Sharma bullish on telecom space, 27 Jan 2010
517,Reliance has support at Rs 1020: Bhambwani,25 Jan 2010 
518,"Hold Reliance Industries, says VK Sharma",25 Jan 2010 
519,Buy Reliance Industries: Motilal Oswal, 25 Jan 2010
520,RIL's profit growth at inflection point: Macquarie, 25 Jan 2010
521,"Above 1100, RIL may add another Rs 300-400: Sukhani", 23 Jan 2010
522,Hold RIL with long term perspective: Betadpur, 23 Jan 2010
523,Reliance a buy at current levels: SP Tulsian,22 Jan 2010 
524,RIL has support at Rs 1000: Gaba,22 Jan 2010 
525,RIL's strong Q3 points to gas sales boost,22 Jan 2010 
526,"RIL Q3 beats street, experts recommend buy",22 Jan 2010 
527,Reliance sees better refining margins in 2010,22 Jan 2010 
528,Buy Reliance Industries at Rs 900-920: Gujral, 22 Jan 2010
529,"Reliance Q3 net up, in line with forecasts", 22 Jan 2010
530,"RIL Q3 net profit up 14.5% to Rs 4,008 cr", 22 Jan 2010
531,What to expect from RIL today?, 22 Jan 2010
532,RIL Q3 net profit seen up 13% at Rs 3954.60 cr,22 Jan 2010 
533,"Hold Reliance Industries, says Joshi",20 Jan 2010 
534,Gas seen boosting Reliance Q3 net; M&A in focus,19 Jan 2010 
535,RIL unwinds plan for city gas distribution foray: Sources,18 Jan 2010 
536,"Above Rs 1120, RIL can go upto Rs 1250: Gujral",18 Jan 2010 
537,"Hold Reliance Industries, says Phani Sekhar", 16 Jan 2010
538,Reliance Industries can test Rs 1250: Gujral, 16 Jan 2010
539,Reliance Industries can test Rs 1220-1250: Jaiswal,15 Jan 2010 
540,Reliance has target of Rs 1170-1190: Thukral,15 Jan 2010 
541,"Buy Reliance Industries, says Thacker",15 Jan 2010 
542,Reliance can go upto Rs 1200: Mohindar,14 Jan 2010 
543,Reliance Industries has target of Rs 1400-1700: Baliga, 14 Jan 2010
544,RIL to sell treasury shares if demand exceeds $1 bn:Sources,12 Jan 2010 
545,Sale of treasury stock a positive for RIL: S&P,11 Jan 2010 
546,Accumulate RIL on declines: Dhawan,11 Jan 2010 
547,"Buy Reliance Industries, says Irani",11 Jan 2010 
548,RIL may sell an addl 10cr shares in 2-3 months: SP Tulsian, 11 Jan 2010
549,"RIL raises $763m in block deal, eyeing buy", 11 Jan 2010
550,Reliance Dec PAT seen at Rs 3913.6cr: P Lilladher, 11 Jan 2010
551,Reliance Industries sells 3.3 crore treasury shares, 11 Jan 2010
552,"Above Rs 1100, RIL can touch Rs 1200: Varun Daga",08 Jan 2010 
553,YSR loyalists attack Reliance outlets over TV reports,08 Jan 2010 
554,RIL sweetens LyondellBasell bid: Report,08 Jan 2010 
555,RIL Dec qtr PAT seen up 14.6% at Rs 4011 cr,07 Jan 2010 
556,RIL to drill six more exploration wells in D6 block: Niko,06 Jan 2010 
557,RIL has resistance at Rs 1120: Bhambwani,06 Jan 2010 
558,"Buy Reliance Industries, says Choksey",06 Jan 2010 
559,Rs 12.4cr: RIL's daily loss for under-production at KG D6,06 Jan 2010 
560,Reliance Ind Dec PAT seen at Rs 3739cr: Angel Broking,06 Jan 2010 
561,Reliance can test Rs 1250-1255: Shardul Kulkarni,04 Jan 2010 
562,Hold RIL; target of Rs 1194: KRChoksey, 04 Jan 2010
