,Headlines,Date
390,Reliance may slip to Rs 680: Kulkarni,09 May 2012 
391,"Short Hexaware Technologies, says Sukhani", 09 May 2012
392,Reliance Retail posts 25% growth in FY12, 08 May 2012
393,Successful in insulating & de-risking biz portfolio: RIL,08 May 2012 
394,RIL cuts India gas reserves estimate by 6.7%,08 May 2012 
395,RIL D6 gas output may fall to 20 mscmd in 2014-15: Oil Min, 08 May 2012
396,RIL wants govt to expedite arbitration proceedings: Sources, 08 May 2012
397,India rejects USD 1bn Reliance cost recovery plan,04 May 2012 
398,Reliance selects Fluor for Project Management, 04 May 2012
399,Reliance Industries has good support at Rs 720-725: Tulsian,03 May 2012 
400,RIL may slip below Rs 725: Jai Bala, 02 May 2012
401,RIL to remain in Rs 700-800 range: Standard Chartered, 30 Apr 2012
402,RIL's gas production from KG-D6 fields below 34 mmscmd/day, 27 Apr 2012
403,Check Out: Super Six stocks for April 27,27 Apr 2012 
404,Essar Oil sees margins jump after expansion, 26 Apr 2012
405,"Reliance Mar '12 sales at Rs 85,182.00 crore",24 Apr 2012 
406,"Reduce Ambuja Cement, buy Hindustan Zinc, hold RIL: Emkay",23 Apr 2012 
407,Accumulate Reliance Industries; target of Rs 800: KRChoksey,23 Apr 2012 
408,Buy Reliance Industries; target of Rs 872: Angel Broking,23 Apr 2012 
409,Reliance Industries may trade in Rs 710- 750 range: Tulsian,23 Apr 2012 
410,Avoid Reliance Industries: LKP,23 Apr 2012 
411,Sudarshan Sukhani's view on RIL, 23 Apr 2012
412,Reliance likely to crack below Rs 700: Sukhani, 23 Apr 2012
413,Going ahead what is expected of RIL?, 23 Apr 2012
414,Buy Reliance Industries: Rakesh Arora, 23 Apr 2012
415,What led RIL to post better-than-expected GRM in Q4?,22 Apr 2012 
416,RIL's other income rises substantially in Q4: SMC Global,20 Apr 2012 
417,KGD6 likely to hurt RIL for another 2 quarters: Expert ,20 Apr 2012 
418,Bandyopadhyay`s view on Reliance Industries,20 Apr 2012 
419,"Reliance: FY12 net sales up 33% at Rs 3,29,904 cr",20 Apr 2012 
420,"RIL Q4 nos: Thin line between good, bad and ugly numbers",20 Apr 2012 
421,"Reliance Industries: Lower gas output, GRM hit FY12, net profit down 21% YoY",20 Apr 2012 
422,Exit Reliance Industries: Devang Mehta,20 Apr 2012 
423,Buy Reliance Industries 740 Put: VK Sharma, 20 Apr 2012
424,RIL Q4 GRM likely to be flat QoQ,20 Apr 2012 
425,"Limited downside seen in Reliance Inds, says Amar Ambani",19 Apr 2012 
426,RIL Q4 PAT seen down 3.2% at Rs 4300 cr QoQ,19 Apr 2012 
427,RIL vs govt row: How it reached Supreme Court, 19 Apr 2012
428,RIL Q4 PAT seen down 32% at Rs 3657.1 cr: R K Global, 19 Apr 2012
429,"RIL ups the ante in KG-D6, takes the battle to SC",18 Apr 2012 
430,Reliance Inds results to be a non-event for markets,17 Apr 2012 
431,Tulsian's view on Reliance Industries, 17 Apr 2012
432,Prakash Diwan`s view on Reliance Industries,16 Apr 2012 
433,Anand Tandon`s view on Reliance Industries,16 Apr 2012 
434,Worries ahead of Reliance Industries' Q4 earnings,16 Apr 2012 
435,Buy RIL around Rs 700: Nooresh Merani, 16 Apr 2012
436,Siemens may look at specific projects with RIL,13 Apr 2012 
437,RIL's Q4 PAT seen down 24% at Rs 4092.3 cr: MOST,12 Apr 2012 
438,RIL Q4 PAT seen down 22.3% at Rs 4177 cr: Angel Broking,11 Apr 2012 
439,RIL Q4 PAT seen down 22% at Rs 4210 cr: KRChoksey,11 Apr 2012 
440,RIL Q4 PAT seen down 29.4% at Rs 3794.7 cr: P Lilladher,11 Apr 2012 
441,RIL Q4 PAT seen down 25.4% at Rs 4012 cr: Emkay,11 Apr 2012 
442,"BP makes $1bn pitch to OilMin, seeks urgent nod for surveys",09 Apr 2012 
443,Oil & Gas sector results preview for Q4FY12: PLilladher,07 Apr 2012 
444,"RIL, BP submit revised field development plan",05 Apr 2012 
445,Motilal Oswal neutral on Reliance Industries; target Rs 800,30 Mar 2012 
446,"Avoid infra space, says Raamdeo Agrawal", 30 Mar 2012
447,"Reliance Industries an underperformer, says Manghnani", 30 Mar 2012
448,"Reliance Industries looks weak, says Rajan Malik", 30 Mar 2012
449,SP Tulsian positive on Reliance Industries,29 Mar 2012 
450,"Reliance Industries may slip to Rs 685, says Sukhani",29 Mar 2012 
451,Sushil Kedia's view on Reliance Industries, 29 Mar 2012
452,"Limited downside in RIL, says Baliga", 29 Mar 2012
453,Expect new lows in Reliance Industries: Jai Bala, 27 Mar 2012
454,Reliance Industries down on E&P worries,26 Mar 2012 
455,"Below Rs 750, RIL may slip to Rs 695- 700: Thukral", 26 Mar 2012
456,Super Six stocks you can bet on Mar 26,26 Mar 2012 
457,Exit Reliance Industries: Sukhani, 23 Mar 2012
458,"Bull's Eye: Short RIL, TTK Prestige, IDFC; buy Essar Ports", 23 Mar 2012
459,Reliance Industries an underperformer: Manghnani, 23 Mar 2012
460,SP Tulsian`s view on Reliance Industries,22 Mar 2012 
461,Reliance Industries may slip 10-15% further: Diwan,22 Mar 2012 
462,"Bull's Eye: Buy Kingfisher, BPCL; short RIL, Hindalco", 21 Mar 2012
463,See lower levels in RIL: Sukhani, 20 Mar 2012
464,RIL's KG-D6 gas fields may hold lower reserves: Niko,15 Mar 2012 
465,Economic Survey: Gas output from RIL's KG-D6 fields falls 22% in FY12,15 Mar 2012 
466,Niko sees lower reserves at D6 block in India,15 Mar 2012 
467,"Avoid Reliance Industries, says Sukhani",15 Mar 2012 
468,Reliance Ind can go to Rs 850-860: Sukhani, 14 Mar 2012
469,Super Six: Top chart picks for March 14,14 Mar 2012 
470,Panel approved less than half of RIL's expenditure on KG-D6,13 Mar 2012 
471,CAG finds faults in KG-D6 contract awarded to RIL: Sources,13 Mar 2012 
472,Sell Reliance Industries at Rs 835: Harchekar,13 Mar 2012 
473,"Buy Voltas on dips, says Sukhani",12 Mar 2012 
474,Reliance Industries a market outperformer: Diwan,12 Mar 2012 
475,"Avoid Reliance Industries, says Sukhani",09 Mar 2012 
476,RIL has support at Rs 755: Manghnani, 09 Mar 2012
477,Reliance Industries has strong support at Rs 750: Tulsian,07 Mar 2012 
478,RIL keen on Cairn crude for Jamnagar SEZ refinery,06 Mar 2012 
479,Buy Reliance Industries close to Rs 755-760: Harchekar,06 Mar 2012 
480,'India needs world class educational institutions',05 Mar 2012 
481,RIL all set to restructure its retail biz: Sources,05 Mar 2012 
482,Oil Min to seek Law Min's opinion on RIL demand , 04 Mar 2012
483,"Reliance 'agreeing' to return land back to govt, says Hooda", 02 Mar 2012
484,"RIL buys 3.73% for Rs 192 cr, hikes stake in EIH to 18.53% ", 02 Mar 2012
485,Reliance Industries may test Rs 850- 860: Harchekar,29 Feb 2012 
486,Buy Reliance Industries above Rs 800.5; target Rs 828: IIFL, 29 Feb 2012
487,Short Reliance Industries around Rs 820-825: Chaturmohta,28 Feb 2012 
488,Reliance Industries may settle around Rs 760: SP Tulsian,27 Feb 2012 
489,"BP, RIL to submit KG block development plan soon",27 Feb 2012 
490,RIL's partner BP to meet GOI on KG-D6 ouput concerns,27 Feb 2012 
491,No gas to power sector from ONGC fields: EGoM, 24 Feb 2012
492,"Reliance Brands, Iconix form JV",22 Feb 2012 
493,RIL finalises rubber JV with Russia's Sibur,21 Feb 2012 
494,RIL has strong resistance at Rs 850-860: Sukhani,21 Feb 2012 
495,"RIL to put on hold KG-D6 workover plan, say sources",21 Feb 2012 
496,RIL can test Rs 890-900: Harchekar,21 Feb 2012 
497,Sukhani's view on Reliance Industries,21 Feb 2012 
498,Anu Jain's view on Reliance Industries, 21 Feb 2012
499,Hold Reliance Industries; target Rs 879: Emkay,20 Feb 2012 
500,RIL's sinking output in KG-D6: Govt to issue notice,19 Feb 2012 
501,RIL KG-D6 output falls to less than 35 mmscmd,17 Feb 2012 
502,Buy Reliance Industries at current level: Sukhani,17 Feb 2012 
503,Sell RIL around Rs 825-840: Manghnani, 17 Feb 2012
504,Reliance Industries shuts sixth well in D6 block: Source, 16 Feb 2012
505,"Buy Reliance Industries, Tata Motors: Jitendra Panda",16 Feb 2012 
506,RIL has strong support at Rs 800-805: Panda,16 Feb 2012 
507,KG-D6 gas output to drop to 22.60 mmcmd in 2013-14: RIL,15 Feb 2012 
508,Mehraboon Irani positive on Reliance Industries,15 Feb 2012 
509,HSBC downgrades Reliance Industries to 'underweight',15 Feb 2012 
510,Reliance proposes to demerge model township at Haryana SEZ,14 Feb 2012 
511,RIL's D6 output may fall to 27 mscmd: Source,14 Feb 2012 
512,Will OMCs help RIL supply ATF?,13 Feb 2012 
513,Reliance may test Rs 890-900: Mohindar,13 Feb 2012 
514,Avoid Reliance Industries: Aditya Agarwal,13 Feb 2012 
515,Ambiguous Oil Min order may lead to KG-D6 price revision,12 Feb 2012 
516,"Dassault, RIL ink MoU for collaboration in defence sector",12 Feb 2012 
517,RIL's KG-D6 may see a further dip in output, 12 Feb 2012
518,Reliance Holdings raises $1 billion through 10-year bonds,10 Feb 2012 
519,RIL may price $1bn bond on Thursday: Sources, 09 Feb 2012
520,"Buy ONGC around Rs 255- 260, says SP Tulsian",08 Feb 2012 
521,OMCs aiding airlines in ATF import unreasonable: BPCL, 08 Feb 2012
522,Reliance in talks with airlines for fuel supply,08 Feb 2012 
523,Oil Min rejects RIL's gas price hike plan:Sources,07 Feb 2012 
524,Reliance Industries can touch Rs 900: LKP,07 Feb 2012 
525,Cairn India can touch Rs 390: Monal Desai,07 Feb 2012 
526,"RIL refuses to revoke arbitration notice, say sources", 07 Feb 2012
527,Goldman upgrades RIL to buy,07 Feb 2012 
528,RIL invites price bids for CBM gas,03 Feb 2012 
529,Not given fair opportunity to be heard: RIL to Par panel,03 Feb 2012 
530,RIL secures $400m loan guarantee from SACE, 02 Feb 2012
531,RIL-De Shaw JV to debut in the new fiscal?,01 Feb 2012 
532,KG-D6: RIL doesn't have all approvals for satellite fields,01 Feb 2012 
533,OilMin to send RIL notice on KG-D6 gas shortfall in 2 weeks, 31 Jan 2012
534,Oil Min asks RIL to withdraw arbitration notice,30 Jan 2012 
535,Exit Reliance Industries at Rs 844-845: Anu Jain, 30 Jan 2012
536,"Reliance Industries has target of Rs 880, says Sukhani",27 Jan 2012 
537,Take long position in Reliance: Salil Sharma,27 Jan 2012 
538,Buy Reliance Industries; target of Rs 915: KRChoksey, 27 Jan 2012
539,Reliance may test December lows: Jai Bala, 27 Jan 2012
540,"Bhamre positive on SAIL, Tata Steel",25 Jan 2012 
541,RIL's Rs 10440 crore share buyback to start from Feb 1, 24 Jan 2012
542,RIL has support at Rs 757-730: Manghnani, 24 Jan 2012
543,RIL's D6 output could fall further: Regulator,23 Jan 2012 
544,RIL may trade in range of Rs 750-760: Tulsian,23 Jan 2012 
545,Will pay VAT to UP govt Feb 1 onwards: RIL tells SC,23 Jan 2012 
546,"Exit RIL around Rs 780-785, says Sharmila Joshi", 23 Jan 2012
547,"Bull's Eye: Short RIL, ICICI Bank; buy Godrej Consumer", 23 Jan 2012
548,Enter Reliance Industries at Rs 720: Tulsian, 23 Jan 2012
549,Religare Capital positive on Reliance Industries,23 Jan 2012 
550,RIL's weak petchem nos will be factored in by mkt: Tulsian,23 Jan 2012 
551,"RIL Q3 results: Cash flows in, oil flows out",21 Jan 2012 
552,RIL's double whammy: Knee-jerk reaction may drag market,20 Jan 2012 
553,RIL to buyback 3.6% at upto Rs 870/sh; experts disappointed,20 Jan 2012 
554,SP Tulsian`s preview on Reliance Industries,20 Jan 2012 
555,"More upside seen in Punj Lloyd, says Sukhani",20 Jan 2012 
556,"RIL shocks street, buyback seen as cover for poor results",20 Jan 2012 
557,Stay invested in Reliance Industries: Choksey,20 Jan 2012 
558,RIL Q3 net sales seen up 3.4% at Rs 81250 cr,20 Jan 2012 
559,RIL's Q3 refining margins set to fall: Edelweiss Securities, 20 Jan 2012
560,RIL can test Rs 822-840: Manghnani, 20 Jan 2012
561,"Big ticket Friday: RIL, USL and Vodafone gearing up",19 Jan 2012 
562,RIL Dec qtr PAT seen down 6.2% at Rs 4819.5 cr: Emkay,19 Jan 2012 
563,"RIL Dec qtr PAT seen down 9% at Rs 4,680 cr: KRChoksey",19 Jan 2012 
564,RIL Q3 PAT seen down 21% at Rs 4510cr QoQ,19 Jan 2012 
565,"Dish TV may slip to Rs 52- 54, says SP Tulsian",19 Jan 2012 
566,DEN Networks a good bet at current levels: Tulsian,19 Jan 2012 
567,Reliance Industries looks attractive: Dipan Mehta,19 Jan 2012 
568,SBI has target of Rs 1952: Kapadia,19 Jan 2012 
569,Reliance Industries can test Rs 800-810: Sukhani, 19 Jan 2012
570,Buy RIL on dips: Baliga,19 Jan 2012 
571,6 trading stocks for short term gain,19 Jan 2012 
572,Book profit in Reliance Industries: Bandyopadhyay,18 Jan 2012 
573,Reliance Industries may trade in Rs 725- 740 range: Tulsian,18 Jan 2012 
574,Reliance may set Rs 750 as floor price for buyback: Deven,18 Jan 2012 
575,"Raymond may rally to Rs 400, says Sukhani",18 Jan 2012 
576,What is RIL trying to signal through the likely buyback?,18 Jan 2012 
577,Buy RIL between Rs 725-740: Tulsian,18 Jan 2012 
578,Buy Reliance Industries on dips: Amit Gupta, 18 Jan 2012
579,RIL rises 5% on buyback plans; move will be EPS accretive,18 Jan 2012 
580,RIL has target of Rs 792: Manghnani,18 Jan 2012 
581,RIL can move to Rs 785-800: Amit Harchekar,17 Jan 2012 
582,Q3 sneak peek: Why RIL is likely to disappoint mkt, 17 Jan 2012
583,Reliance Industries can go to Rs 780: Bhamre, 17 Jan 2012
584,Singapore govt buys 1.09% stake in RIL, 16 Jan 2012
585,Reliance Industries has support around Rs 690: Sukhani,16 Jan 2012 
586,OiI India to buy Shale Gas assets worth $200m, 16 Jan 2012
587,RIL in talks to buy stakes in several cable operators, 16 Jan 2012
588,Ministry refers RIL's marketing margin issue to regulator,13 Jan 2012 
589,Reliance Industries may test Rs 690: Thukral, 13 Jan 2012
590,Why Morgan Stanley downgraded RIL to 'underweight',13 Jan 2012 
591,Oil & Gas stocks results preview for Q3FY12: Angel Broking,12 Jan 2012 
592,Oil & Gas stocks results preview for Q3FY12: Motilal Oswal,12 Jan 2012 
593,Oil and Gas stocks results preview for Q3FY12: KRChoksey,11 Jan 2012 
594,Oil and Gas stocks results preview for Q3FY12: Emkay,11 Jan 2012 
595,Buying opportunity seen in Reliance Industries: Sukhani,10 Jan 2012 
596,Buy Reliance Industries; target Rs 762: Nirmal Bang,10 Jan 2012 
597,EGOM to examine RIL's demand for marketing margin levy,10 Jan 2012 
598,Reliance Industries can touch Rs 735: Murlidharan,10 Jan 2012 
599,"Adani, GAIL may bid for BG's stake in Gujarat Gas",09 Jan 2012 
600,"Reliance Industries may slip to Rs 690, says Sukhani",07 Jan 2012 
601,Super Six: Stocks you can bet on Jan 7th, 07 Jan 2012
602,"Sell Reliance Inds, Canara Bank, Zee Ent: Sukhani",06 Jan 2012 
603,Buy Reliance Industries; target Rs 1020: KRChoksey,06 Jan 2012 
604,RIL looks strong at current levels: Harchekar,06 Jan 2012 
605,"Bull's Eye: Buy Crompton, MMTC; short Tata Steel, Hindalco", 06 Jan 2012
606,Bajaj Auto may slip to Rs 1350- 1355: Thukral, 05 Jan 2012
607,Buy Reliance Industries at current levels: Baliga, 05 Jan 2012
608,Super Six stocks you can bet on Jan 05,05 Jan 2012 
609,Reliance Industries may touch to Rs 765-770: Kulkarni,04 Jan 2012 
610,Add Reliance Industries to your portfolio: Bhatia, 04 Jan 2012
611,RIL-BP awaiting government's nod for KG-D6: Sources ,03 Jan 2012 
612,TV18 to acquire ETV channels for Rs 2100 crore ,03 Jan 2012 
613,Reliance Industries has resistance at Rs 735: Dutta,03 Jan 2012 
614,"Reliance Industries may outperform, says Prayesh Jain",03 Jan 2012 
615,"Buy Reliance Industries around Rs 700, says PN Vijay", 03 Jan 2012
616,"Bull's Eye: Short Shree Renuka; buy RIL, Eros Intl, GVK", 03 Jan 2012
617,Abhijit Paul`s view on Reliance Industries,03 Jan 2012 
618,ONGC to invest USD 2.89bn in KG gas find,02 Jan 2012 
619,Reliance Industries can move upto Rs 700: SP Tulsian, 02 Jan 2012
620,Buy Reliance Industries at lower levels: Sukhani,02 Jan 2012 
