,Headlines,Date
396,See Reliance net profit close to Rs 3100 cr: SP Tulsian, 22 Jan 2009
397,Reliance likely to be an underperformer: Sukhani, 22 Jan 2009
398,RIL Q3 net profit seen down 21.8% to Rs 3035 cr,22 Jan 2009 
399,Reliance will go upto Rs 1260: N Pillai,16 Jan 2009 
400,Reliance has resistance at Rs 1170: Mohindar,14 Jan 2009 
401,RIL promoter stake rises to 49.03% from 44.80%, 14 Jan 2009
402,Reliance KG gas at $4.2: Govt ,14 Jan 2009 
403,RIL-RNRL: Govt counsel fires new missive,13 Jan 2009 
404,RIL may be allowed to sell gas to third parties ,13 Jan 2009 
405,Reliance Ind can slip to Rs 1020: Mohindar,12 Jan 2009 
406,RIL-RNRL case: Govt counsel files injunction on KG gas sale,12 Jan 2009 
407,Reliance Ind Dec qtr PAT seen at Rs 3394.5cr: Motilal Oswal,09 Jan 2009 
408,Reliance Ind Dec qtr PAT seen at Rs 3019.2cr: P Lilladher,07 Jan 2009 
409,Reliance Ind Dec'08 qtr PAT seen at Rs 2619cr: Religare,06 Jan 2009 
410,Reliance can head up to Rs 1500: Gujral,05 Jan 2009 
411,Reliance Ind Dec qtr PAT seen at Rs 3079cr: Angel Broking,05 Jan 2009 
412,Reliance Ind can go up by Rs 80-90: Mohindar,05 Jan 2009 
413,Reliance Ind Q3 PAT seen at Rs 3675cr: KRChoksey,02 Jan 2009 
414,Reliance has target of Rs 1350: Guppy, 02 Jan 2009
415,'BBB' rating on Reliance Industries affirmed,01 Jan 2009
