,Headlines,Date
481,Kirloskar Bros in JV with Corrocoat UK,07 Apr 2006
482,RIL to step into agri business in north India,05 Apr 2006
483,Fin Min & Commerce Min differ over SEZs,05 Apr 2006
484,Reliance Ind has target of Rs 870, 04 Apr 2006
485,Reliance Petro gaining worldwide focus,04 Apr 2006
486,No decision yet on international equity tie-up for RPL,03 Apr 2006
487,Reliance Industries can touch Rs 1000,03 Apr 2006
488,Buy Reliance Industries at current levels, 03 Apr 2006
489,Reliance Industries has target of Rs 870, 03 Apr 2006
490,Reliance Ind has target of Rs 850: Thacker, 03 Apr 2006
491,Expecting a turnover of Rs 70-72 cr: GEI Hamon Industries,31 Mar 2006
492,F&O strategies for the day, 31 Mar 2006
493,Reliance NTPC case adjourned,28 Mar 2006
494,Ownership restructuring at Reliance Industries,27 Mar 2006
495,Reliance is a slow and steady bet,27 Mar 2006
496,Buy Reliance Industries on dips, 23 Mar 2006
497,Reliance Ind & SBI will good picks, 22 Mar 2006
498,Reliance Harmony Art Show enters a new decade,21 Mar 2006
499,Current order book at Rs 2000 cr: Kalpataru Power,20 Mar 2006
500,F&O strategies for the day, 20 Mar 2006
501,Exit RNRL at Rs 35-36: SP Tulsian, 16 Mar 2006
502,"Above Rs 750, Reliance can add Rs 40-50", 13 Mar 2006
503,RIL can go upto Rs 750 plus in short term,09 Mar 2006
504,RNR Ltd receives approval for stock exchange listing,27 Feb 2006
505,"Hold Reliance Ind, says Shah",27 Feb 2006
506,Custom duties reduction on crude positive for RIL,27 Feb 2006
507,"Increase petro prices, cut Customs duty on crude",21 Feb 2006
508,Buy Reliance Industries on dips, 17 Feb 2006
509,Reliance Petro raises $1.5 b loan for Jamnagar,16 Feb 2006
510,ADAG to seek amendments in gas supply agreements,09 Feb 2006
511,ADAG provides revised information memoranda to BSE & NSE,08 Feb 2006
512,RIL hands over control of four demerged companies to ADAG, 08 Feb 2006
513,RIL can go upto Rs 875-900,08 Feb 2006
514,Be invested in RIL with stoploss at Rs 680,07 Feb 2006
515,Wait for another quarter in RIL,07 Feb 2006
516,RCVL should be valued at Rs 180-190/share: UBS, 07 Feb 2006
517,ADAG alleges Mukesh Ambani Group of criminal action,06 Feb 2006
518,ADAG-RIL battle could delay new listings: Tulsian, 06 Feb 2006
519,Essar moves for SEZ refinery in Jamnagar,06 Feb 2006
520,New twist in the Anil-Mukesh battle for control,06 Feb 2006
521,"Dadri, Patalganga projects: Reliance to supply gas at $3.18", 04 Feb 2006
522,Guidance for FY07 as Rs 1400cr: Man Industries,03 Feb 2006
523,Spurt in growth to come in 2006: PSL,03 Feb 2006
524,Reliance Industries wins national award,03 Feb 2006
525,Go long on Reliance if it crosses Rs 720,01 Feb 2006
526,"IndianOil shows interest in Niko's oil, gas assets",01 Feb 2006
527,RIL to roll out retail biz in five states: Sources,31 Jan 2006
528,RIL rolls out huge retail plans,31 Jan 2006
529,"Hold Reliance Industries, says Baliga", 30 Jan 2006
530,Davos action: India hard sells at WEF, 30 Jan 2006
531,Buy Reliance Ind at current level: Dutt,27 Jan 2006
532,ONGC's gas find in KG basin estimated at 6 tcf,25 Jan 2006
533,ONGC may get higher prices for C2/C3 gas supplies to IPCL,25 Jan 2006
534,Reliance announces unique value creating opportunity,24 Jan 2006
535,RIL will begin to firm up again: Chadha, 24 Jan 2006
536,RIL to issue fresh IPO to fund mega expansion,24 Jan 2006
537,"Reliance plans Rs 6,000-cr IPO for refinery project",24 Jan 2006
538,RIL board approves setting up of retail stores,23 Jan 2006
539,Mukesh Ambani to Co-Chair World Economic Forum (WEF),23 Jan 2006
540,Bombay HC approves Reliance demerger scheme, 21 Jan 2006
541,New twist in Reliance-NTPC face off,20 Jan 2006
542,"Reliance Industries fully priced, says Vijay", 19 Jan 2006
543,Good upside in RIL for next five days: Jain,18 Jan 2006
544,RIL may stabilise at around Rs 670-680,18 Jan 2006
545,Hold RIL from investment point of view: Mehta, 18 Jan 2006
546,Rs 600-650 will be good price to buy RIL: Dhawan,17 Jan 2006
547,RIL post demerger will open at around Rs 675: Damani,17 Jan 2006
548,Mukesh beats Anil; RIL wins BKC auction,17 Jan 2006
549,Buy Reliance Industries even today: Sharma,17 Jan 2006
550,Reliance Industries should remain firm: Irani,17 Jan 2006
551,Buy Reliance Industries below Rs 850: Baliga, 17 Jan 2006
552,Reliance looking pretty good, 17 Jan 2006
553,Reliance Industries likely to go down: Bose, 17 Jan 2006
554,Reliance to pick up 25% equity in Yemen refinery,17 Jan 2006
555,Exit RIL & buy Merck from long term perspective,16 Jan 2006
556,RIL will go upto Rs 880-890 before 18th Jan,16 Jan 2006
557,Buy Reliance Industries on every decline,16 Jan 2006
558,Buy Reliance Industries on 18th January: Irani,16 Jan 2006
559,"Buy Reliance Industries, says Jain", 16 Jan 2006
560,Reliance Industries can pull market down: Sharma, 16 Jan 2006
561,RIL a good bet to buy before 17th Jan: Shastri,12 Jan 2006
562,Buy Reliance Industries at Rs 870-875, 12 Jan 2006
563,Reliance has support at Rs 867-874, 12 Jan 2006
564,"Reliance Industries Net profit of Rs 6,567 Cr for 9 months",11 Jan 2006
565,Q3 Results of Reliance Industries Limited,10 Jan 2006
566,RIL Q3 net profit down 15% at Rs 1776 cr,10 Jan 2006
567,Reliance Ind has resistance at Rs 920-935,10 Jan 2006
568,Reliance Industries has strong support at Rs 875,10 Jan 2006
569,Buy Reliance Industries at current levels: Shastri,10 Jan 2006
570,Buy Reliance Industries for long term: Joshi,10 Jan 2006
571,Reliance may report a 10% dip in profits: Poll,10 Jan 2006
572,Reliance demands compensation,10 Jan 2006
573,"Wait for Reliance's results, says Dhawan",09 Jan 2006
574,Chadha bullish on Reliance Industries, 09 Jan 2006
575,"Buy Reliance at current levels, says Srivastava", 06 Jan 2006
576,Reliance Industries has target of Rs 925-950,05 Jan 2006
577,"Stay invested in Reliance Industries, says Jain",04 Jan 2006
578,Reliance Industries has a target of Rs 950: Gaba,04 Jan 2006
579,Reliance Industries can touch Rs 950: Gujral,03 Jan 2006
580,Reliance Industries 3rd quarter results on Jan 10th 2006,03 Jan 2006
581,Reliance General Insurance gets IRDA nod,03 Jan 2006
582,RIL should continue to do well: Devanathan, 02 Jan 2006
