,Headlines,Date
381,Tulsian analyses RIL's petchem performance in Q3,17 Jan 2014 
382,"Prefer Reliance Industries, says Mehraboon Irani",17 Jan 2014 
383,"RIL Q3 net flat on weak refining margin, higher input costs",17 Jan 2014 
384,Buy Reliance Industries 880 call on dips: VK Sharma, 17 Jan 2014
385,"RIL Q3 profit may slip on refining, petchem margins",17 Jan 2014 
386,Reliance Industries Q3 net may dip 4% at Rs 5217.4cr: Emkay,16 Jan 2014 
387,Reliance Industries Q3 net may dip 5.4% at Rs 5203cr: MOST,16 Jan 2014 
388,ONGC to hire global consultant to study KG block finds,15 Jan 2014 
389,RIL finalises gasoil term for 2014, 15 Jan 2014
390,"Buy RIL 900 calls, sell 920 calls: Gopi Suvanam",14 Jan 2014 
391,"Buy Reliance Industries, ONGC: Abhishek Karande",14 Jan 2014 
392,RIL eyes stake in Venezuela crude oil block,14 Jan 2014 
393,6 trading stocks for short term gain,14 Jan 2014 
394,Reliance Industries may touch Rs 1175-1200: Baliga,13 Jan 2014 
395,"Jaideep Goswami positive on Cairn India, Reliance Ind", 13 Jan 2014
396,RIL-BP avert shutdown of KG-D6 field,12 Jan 2014 
397,"Reliance Industries' Q3 results on Jan 17, 2014",10 Jan 2014 
398,RIL starts gas production from new well in KG basin,09 Jan 2014 
399,Buy Reliance Industries 860 Call: Bhavin Desai,08 Jan 2014 
400,Insider-trading case: SAT reserves order on RIL plea,06 Jan 2014 
401,Power offtake will improve post SEB rejig: Scindia, 06 Jan 2014
402,RIL to increase KG-D6 gas output,03 Jan 2014 
403,"Buy Reliance 900 Call, Sell 920 Call: Amit Trivedi",03 Jan 2014 
404,Buy Reliance Industries on dips: Sudarshan Sukhani,02 Jan 2014 
405,Pick Reliance Industries: Amit Gupta, 02 Jan 2014
406,See Rs 1075-1100 on Reliance Industries: Baliga, 02 Jan 2014
