,Headlines,Date
403,Sell Reliance Industries: Jatinder Sharma,28 Jun 2011 
404,Reliance may not outperform: Bhamre, 28 Jun 2011
405,RIL consulted before finalising draft KG-D6 report: CAG,27 Jun 2011 
406,"CAG didn't seek RIL, Cairn views for audit report: Oil Min", 27 Jun 2011
407,Anu Jain's view on Reliance Industries, 27 Jun 2011
408,Angel Broking bullish on Reliance,24 Jun 2011 
409,Add Reliance Industries at current level: Vora,24 Jun 2011 
410,Mukesh Ambani meets PM; RIL gets copy of CAG report,24 Jun 2011 
411,Dalal`s view on Reliance,24 Jun 2011 
412,"India-focused M&A deals value at $24bn, China at $84bn",24 Jun 2011 
413,Reliance Industries can test Rs 885: Rajesh Jain,24 Jun 2011 
414,10 stocks that you can buy/sell today, 24 Jun 2011
415,Reliance can move to Rs 905 level: Mohindar,23 Jun 2011 
416,Buy Reliance Industries: Ashish Maheshwari,23 Jun 2011 
417,Exit Reliance Industries: Gaurang Shah,23 Jun 2011 
418,Reliance Industries strikes natural gas in KG D9 block,22 Jun 2011 
419,Reliance may remain in Rs 820-860 range: Datta,22 Jun 2011 
420,ONGC overstated reserves in KG basin block: Cairn India,22 Jun 2011 
421,Reliance may rally to Rs 900: Bandyopadhyay,21 Jun 2011 
422,Reliance may touch Rs 904 mark: Murlidhar,21 Jun 2011 
423,Chawla panel critical of Reliance's KG-D6 PSC,21 Jun 2011 
424,Salil Sharma`s view on Reliance Industries,21 Jun 2011 
425,Hold Reliance Industries: Rajesh Agarwal,21 Jun 2011 
426,Buy Reliance Industries at current level: Jain,21 Jun 2011 
427,Bull's Eye: Stocks to buy today, 21 Jun 2011
428,"Short Cairn India, says Sushil Kedia", 21 Jun 2011
429,Jaipal Reddy hits back at oppositions' attack on CAG report,20 Jun 2011 
430,ONGC may slip further: Bala,20 Jun 2011 
431,Jai Bala`s view on Reliance,20 Jun 2011 
432,PN Vijay`s view on IT space,20 Jun 2011 
433,Sell Reliance above Rs 840: PN Vijay,20 Jun 2011 
434,Ajay Srivastava view on Reliance Industries, 20 Jun 2011
435,CPI-M for probe into KG basin gas contracts with RIL,17 Jun 2011 
436,Malkani`s view on Reliance Industries,17 Jun 2011 
437,Reliance Industries may slip to Rs 865: Harchekar,17 Jun 2011 
438,"RIL hires SBI, other banks to raise over $1 bn loan",17 Jun 2011 
439,Hold Reliance Industries: Punit Kinra,17 Jun 2011 
440,Invest in Reliance Industries: Angel Broking,17 Jun 2011 
441,Tulsian`s view on Reliance Industries,17 Jun 2011 
442,Mahadevan positive on Reliance Industries, 17 Jun 2011
443,Reliance Industries may head towards Rs 850: Manghnani , 17 Jun 2011
444,Oil Min restraints CAG report on KG-D6,16 Jun 2011 
445,Dipan Mehta's view on Reliance Industries,16 Jun 2011 
446,Invest in Reliance Industries: Sharmila Joshi,16 Jun 2011 
447,Invest in RIL for long term: Edelweiss, 16 Jun 2011
448,"Below Rs 890, RIL may slip to Rs 750: Jai Bala", 16 Jun 2011
449,Bears may shift from banks to upstream oil&gas space: Bala, 16 Jun 2011
450,"ONGC in talks with BG, ENI to sell stake in Indian block", 16 Jun 2011
451,HSBC downgrades Reliance Industries to 'neutral',16 Jun 2011 
452,Home Min clears RIL's sale stake in oil & gas blocks to BP, 15 Jun 2011
453,Thukral`s view on Reliance,15 Jun 2011 
454,Buy Reliance on dips: Natarajan,15 Jun 2011 
455,MHA clears 30% stake sale in 23 RIL oil & gas blocks to BP,15 Jun 2011 
456,Deven Choksey view on RIL, 15 Jun 2011
457,Jaipal Reddy meets PM amidst Reliance's KG-D6 controversy,14 Jun 2011 
458,Reliance Industries may slip to Rs 880-890: Datta,14 Jun 2011 
459,"Mukesh Ambani wants govt as umpire, not involved party",14 Jun 2011 
460,RIL has support at Rs 895: Salil Sharma,14 Jun 2011 
461,Jajoo`s view on Reliance Industries,14 Jun 2011 
462,Reduce Reliance Industries: Prasad,14 Jun 2011 
463,"Sushil Kedia`s view on RIL, SBI", 14 Jun 2011
464,CBI looking into inflated oilfields costs: Report, 14 Jun 2011
465,"No impact of VF Corp,Timberland deal in India: Reliance",13 Jun 2011 
466,RIL has support at Rs 860-870: Murlidhar,13 Jun 2011 
467,Hold Reliance Industries: Hardik Jain,13 Jun 2011 
468,Buy Reliance Industries for long term: SMC Global,13 Jun 2011 
469,"CAG report unlikely to impact RIL-BP, Cairn-Vedanta deals",13 Jun 2011 
470,Reliance has support at Rs 890: Jain,13 Jun 2011 
471,Invest in Reliance Industries: Rajesh Agarwal,13 Jun 2011 
472,RIL may go down to Rs 895: Salil Sharma,13 Jun 2011 
473,Buy Reliance Industries: Prakash Diwan, 13 Jun 2011
474,ONGC far better than RIL: PN Vijay, 13 Jun 2011
475,Govt favoured RIL in K-G deal: CAG report, 13 Jun 2011
476,DGH refuses to recognise RIL's 3 gas discoveries, 12 Jun 2011
477,SBI breaches RBI norms on RIL exposure for 3rd year,10 Jun 2011 
478,Invest in Reliance Industries: Punit Kinra,10 Jun 2011 
479,RIL seeks MHA restriction withdrawal on expat professionals,09 Jun 2011 
480,RIL can go upto Rs 1240-1250: Devang Mehta,09 Jun 2011 
481,RIL won't see major weakness: VK Sharma, 09 Jun 2011
482,Buy Reliance Industries: Alok Agarwal,08 Jun 2011 
483,Buy RIL with a long-term perspective: Diwan,08 Jun 2011 
484,RIL may touch Rs 980: Murlidharan,07 Jun 2011 
485,Reliance Industries may go up to Rs 995: Sharma,07 Jun 2011 
486,Reliance may test Rs 995-1000 levels: Sharma,07 Jun 2011 
487,Buy RIL with long term perspective: Devang Mehta, 06 Jun 2011
488,"CNG prices rise by up to Rs 0.55/kg in Delhi, NCR",04 Jun 2011 
489,"RIL not contemplating banking foray, says Mukesh Ambani",04 Jun 2011 
490,Buy Reliance around Rs 850: Irani,03 Jun 2011 
491,BSE Sensex falls for 2nd day; RIL drags,03 Jun 2011 
492,RIL says to work with BP for output in KG-D6 basin,03 Jun 2011 
493,India to become USD 30 tn economy by 2030: Mukesh Ambani,03 Jun 2011 
494,Reliance Industries has strong support at Rs 900: LKP,03 Jun 2011 
495,Buy Reliance Industries: VK Sharma,03 Jun 2011 
496,Prabhudas Lilladher neutral on Reliance Industries,03 Jun 2011 
497,RIL to be debt-free by end of FY12: Mukesh, 03 Jun 2011
498,So what did Mukesh speak in the AGM?, 03 Jun 2011
499,Reliance Retail to enter wholesale business soon: Ambani, 03 Jun 2011
500,"RIL to be debt free this year, Mukesh Ambani says in AGM", 03 Jun 2011
501,What to expect from Reliance AGM today: Mehta Equities, 03 Jun 2011
502,Hold Reliance Industries: Kunal Saraogi,02 Jun 2011 
503,RIL asks OilMin to review prioritisation of KG-D6 supply,01 Jun 2011 
504,Why can't KG gas matter be referred to EGoM: HC, 31 May 2011
505,IL&FS may sell entire stake in Orix auto infra to Hertz,31 May 2011 
506,Stay away from auto space: Salil Sharma,31 May 2011 
507,Reliance Industries a good long-term bet: Baliga,30 May 2011 
508,30 corporate honchos get Rs 1 crore-plus salary,29 May 2011 
509,Five of top-10 cos add over Rs 35K cr in m-cap, 29 May 2011
510,Reliance Industries has target of Rs 1080: Pradhan,27 May 2011 
511,"RIL gearing up for acquisitions, telecom rollout: HSBC",27 May 2011 
512,Reliance Industries looks good for trading: Seth, 27 May 2011
513,Pick Reliance on dips: VK Sharma, 27 May 2011
514,India-focused Hardy Oil sees 2012 output doubling,27 May 2011 
515,April local fuel sales up 4.2% annually,25 May 2011 
516,Reliance may remain sideways: Amit Gupta, 25 May 2011
517,"Do not short Reliance, says Bhamre", 24 May 2011
518,Reliance Ind has good support at Rs 875- 900 mark: Baliga,23 May 2011 
519,Accumulate Reliance Industries: Mehta Equities, 23 May 2011
520,Short Reliance Industries at around Rs 960: Manghnani, 23 May 2011
521,RIL plans to raise $1.5 bn via overseas loans: Report,21 May 2011 
522,Invest in Reliance Industries: Rakesh Gandhi,20 May 2011 
523,"PN Vijay not positive on ONGC, Reliance", 20 May 2011
524,"L&T, RIL, Tata Steel look good:  Kapadia",19 May 2011 
525,Malkani`s view on Reliance Industries,19 May 2011 
526,Reliance can test Rs 992-1000: Amit Harchekar,19 May 2011 
527,UBS upgrades Reliance Industries to 'buy', 19 May 2011
528,"RIL rebuts DGH's KG-D6 report, looks towards BP for answers",18 May 2011 
529,More downside seen once Reliance breaks Rs 890 mark: Datta,18 May 2011 
530,Reliance has support at Rs 850-875: Kulkarni ,18 May 2011 
531,Motilal Oswal neutral on Reliance Industries, 18 May 2011
532,Coal India pips ONGC to become most valued PSU ,18 May 2011 
533,Mukesh Ambani gets fresh BofA shares worth Rs 72 lakh,17 May 2011 
534,"Oil Min, DGH order RIL to drilll 2 wells in KG-D6 by June",17 May 2011 
535,Reliance may continue to underperform: Irani,17 May 2011 
536,"Be cautious on Tata Steel, SAIL: Manghnani",17 May 2011 
537,Reliance Industries can slip to Rs 880-885: Jatinder Sharma,17 May 2011 
538,RIL to invest USD 700-900 m in Shale JVs in FY12,16 May 2011 
539,"Despite allaying issues, CCI needs to clarify norms: Dhall",13 May 2011 
540,Govt to decide reallocation of gas on 18 May,11 May 2011 
541,Reliance has good support around Rs 920- 930: Thukral,11 May 2011 
542,Oil Min to meet non-core users of KG-D6 gas on May 11, 10 May 2011
543,Reliance has support at Rs 940-960: Bhamre,10 May 2011 
544,RIL cuts headcount; mulls accountability-linked pay,09 May 2011 
545,Gas supply constraint to hinder next earnings: GVK Power, 09 May 2011
546,"ONGC, Reliance a safer bet: Badkar", 06 May 2011
547,Srivastava`s view on Reliance, 06 May 2011
548,Pick Reliance Industries at current level: Jain, 06 May 2011
549,Reliance Industries has target of Rs 960: Thununguntla,06 May 2011 
550,Reliance Industries can move to Rs 970: Tulsian, 05 May 2011
551,Gas price should be market determined: Mukesh Ambani, 05 May 2011
552,RIL to invest $12 bn in chemicals: Report, 05 May 2011
553,RIL promoters buy company shares worth Rs 614cr, 05 May 2011
554,Will Reliance invest $12 bn in chemicals business?,05 May 2011 
555,Choksey`s view on Reliance,04 May 2011 
556,Reliance Industries can test Rs 920: Bhamre, 03 May 2011
557,India asks Reliance to boost gas output with more wells,02 May 2011 
558,Keep stoploss of Rs 945 in Reliance: Mohindar,02 May 2011 
559,Reliance to stay in narrow range: Raheja,02 May 2011 
560,Reliance in talks to buy Bharti AXA stake: Report, 29 Apr 2011
561,Reliance has target of Rs 950: Manghnani, 29 Apr 2011
562,"Oil Min, DGH, RIL may discuss KG-D6 output issue on May 2",28 Apr 2011 
563,Reliance may test Rs 930-935: Hemant Thukral,28 Apr 2011 
564,UBS Securities neutral on Reliance Industries,28 Apr 2011 
565,Reliance looks weak: Monal Desai,28 Apr 2011 
566,Buy Reliance Industries; target of Rs 1189: Angel Broking,27 Apr 2011 
567,PN Vijay`s view on Reliance,27 Apr 2011 
568,RIL could be penalised for gas shortfall: Source,27 Apr 2011 
569,"Goldman Sachs downgrades Reliance Inds, Cairn; ups ONGC", 27 Apr 2011
570,"Higher cotton prices, demand-supply gap to favour Indo Rama",26 Apr 2011 
571,"BP expects govt nod on RIL deal soon, will pay balance then", 26 Apr 2011
572,Keep Rs 970 stoploss in Reliance Industries: Bhamre, 26 Apr 2011
573,May export fuels to Pakistan if ban goes: IOC,25 Apr 2011 
574,Govt orders RIL to supply KG-D6 gas to core sector only,25 Apr 2011 
575,SP Tulsian cautious on Reliance Industries,25 Apr 2011 
576,"Reliance Mar '11 sales at Rs 72,674.00 crore", 25 Apr 2011
577,India to export petroleum products to Pakistan, 25 Apr 2011
578,DGH to summon RIL to explain falling output from KG D6, 21 Apr 2011
579,RIL's Q4 performance is not going to please market: Experts,21 Apr 2011 
580,Reliance Industries a top pick: Gupta,21 Apr 2011 
581,"RIL Q4 net sales up 26% at Rs 72,674cr",21 Apr 2011 
582,Reliance Industries may test Rs 1120-1130: Mohindar,21 Apr 2011 
583,"RIL Q4 topline beats street; misses bottomline, GRM target",21 Apr 2011 
584,Upstream regulator: RIL D6 gas output at 50 Mmscmd,21 Apr 2011 
585,"RIL Q4 sales seen up 19% to Rs 68,500 cr", 21 Apr 2011
586,RIL has resistance at Rs 1050-1065: Anu Jain, 21 Apr 2011
587,"RIL Q4 net profit seen up 16.8% at Rs 5,500 cr",20 Apr 2011 
588,Fitch affirms top grade on RIL's long-term national rating, 19 Apr 2011
589,Buy Reliance Industries on dips: Bhamre, 19 Apr 2011
590,Reliance may enter security sector, 19 Apr 2011
591,Manufacturing revs up as trade deficit looms,18 Apr 2011 
592,Buy Reliance Inds; target of Rs 1100: Aditya Birla Money,15 Apr 2011 
593,Unitech offered to sell telecom arm to RIL: Radia to CBI,15 Apr 2011 
594,RIL starts projects to expand polyester capacity,13 Apr 2011 
595,Reliance Inds Mar qtr PAT seen up at Rs 5712 cr: MOST,13 Apr 2011 
596,Oil Min seeks Home Min's nod for Rel-BP deal ,13 Apr 2011 
597,Transocean drills in record water depth off India,12 Apr 2011 
598,Bala`s view on Reliance Industries,11 Apr 2011 
599,Remain invested in Reliance Industries: Sanjay Dutt, 07 Apr 2011
600,Kapadia`s view on Reliance Industries,05 Apr 2011 
601,RIL March qtr PAT seen up 23% at Rs 4912 cr: KRChoksey, 05 Apr 2011
602,RIL may touch Rs 1085-1100: Manghnani, 04 Apr 2011
603,Sell Reliance Inds; tgt of Rs 980/960: Aditya Birla Money, 04 Apr 2011
604,Godrej elected chairman of ISB executive board, 03 Apr 2011
605,"HDFC Bank, Kotak Mahindra continues to be strong: Diwan",01 Apr 2011 
606,SP Tulsian view on Reliance Industries, 01 Apr 2011
607,Networth Stock Broking view on Reliance,29 Mar 2011 
608,Larsen and Toubro can move to Rs 1760-1770: Kedia,29 Mar 2011 
609,"Global majors shun India oil, gas block auction",28 Mar 2011 
610,"Reliance Industries, D. E. Shaw Group announces Joint Venture",28 Mar 2011 
611,Reliance may not hit gas output target: DGH,28 Mar 2011 
612,Stay invested in Reliance Industries: Tulsian,28 Mar 2011 
613,"NELP-IX blocks on sale: RIL, Cairn & ONGC vie for share",28 Mar 2011 
614,Is confusion over RIL's KG basin output over? Stock down 1%, 28 Mar 2011
615,Reliance Industries may not hit gas target, 28 Mar 2011
616,Reliance Industries bids for 6 oil blocks: Source, 28 Mar 2011
617,"Reliance, DE Shaw to set up financial services JV",28 Mar 2011 
618,Malik`s view on Reliance Industries,25 Mar 2011 
619,February refinery output up 3.2% YoY: Govt,25 Mar 2011 
620,Jitendra Mehta view on Reliance Industries,25 Mar 2011 
621,Reliance Industries will remain in Rs 1000-1050 range: Tulsian, 25 Mar 2011
622,Reliance Industries may continue to underperform: Mohindar,24 Mar 2011 
623,"DLF, RIL, TCS top picks in largecap space: Mohindar",24 Mar 2011 
624,TCS has support at Rs 1050: Mohindar,24 Mar 2011 
625,Reliance Industries has target of Rs 1056: Anu Jain, 24 Mar 2011
626,Reliance Industries has resistance at Rs 1040: Bala,23 Mar 2011 
627,Dalal's view on Reliance Industries,22 Mar 2011 
628,Reliance Industries may test Rs 1120: Agarwal,22 Mar 2011 
629,Reliance Industries plant unit may start Wednesday: Source,22 Mar 2011 
630,RIL can go upto Rs 1100: Sushil Kedia, 22 Mar 2011
631,Bandopadhyay view on Reliance Industries,21 Mar 2011 
632,India refiners delay shutdowns as Japan crisis pumps diesel prices,21 Mar 2011 
633,RIL loses top spot to Tata as best Indian brand ,21 Mar 2011 
634,Tulsian positive on Reliance Industries with long term,21 Mar 2011 
635,News of lower KG gas output hurting RIL: TS Harihar, 21 Mar 2011
636,RIL says output figure reports provisional,18 Mar 2011 
637,RIL output at key block fields may fall 12%: Source,18 Mar 2011 
638,Gupta bullish on Reliance Industries,18 Mar 2011 
639,RIL has good support at Rs 950-960: Thacker,18 Mar 2011 
640,Reliance has support at Rs 980: Jitendra Mehta,18 Mar 2011 
641,Buy Reliance Industries at lower levels: Prakash Diwan,18 Mar 2011 
642,Buy Reliance Industries on dips: VK Sharma,18 Mar 2011 
643,"Reliance Industries may slip to Rs 900, says SP Tulsian", 18 Mar 2011
644,Buy Reliance Industries; target of Rs 1075: IIFL, 18 Mar 2011
645,Reliance Industries will outperform: Karwa, 18 Mar 2011
646,"Reliance Industries, GAIL sign gas swap deal",17 Mar 2011 
647,Reliance Industries may do well: Sabharwal,17 Mar 2011 
648,RIL has short term target of Rs 1075: Mohindar,17 Mar 2011 
649,"Buy HDFC Bank, HDFC: Jatinder Sharma",17 Mar 2011 
650,Reliance Industries may outperform: Seth,16 Mar 2011 
651,Buy Reliance with stoploss of Rs 990: Kulkarni,16 Mar 2011 
652,Reliance Industries has target of Rs 1250: Mehta,16 Mar 2011 
653,Reliance Industries can go upto Rs 1100: CLSA, 16 Mar 2011
654,Reliance Industries has target of Rs 1080: Anu Jain, 16 Mar 2011
655,RIL a top pick amongst oil & gas sector: Maheshwari,15 Mar 2011 
656,RIL may touch Rs 1050: Manghnani,15 Mar 2011 
657,IOC FY12-term crude oil imports seen up 4.2%: Sources,15 Mar 2011 
658,Reliance Industries can go upto Rs 1100-1125: Shah,15 Mar 2011 
659,Buy Reliance Industries: Motilal Oswal,15 Mar 2011 
660,Book some profits in Reliance Industries: Bhamre, 15 Mar 2011
661,GAIL looks attractive: SP Tulsian, 15 Mar 2011
662,Reliance Haryana SEZ seeks extension of approval, 14 Mar 2011
663,Accumulate Reliance Industries: Dhawan,14 Mar 2011 
664,Reliance Capital has target of Rs 595: Mohindar,14 Mar 2011 
665,Reliance Capital can touch Rs 580: Bothra,14 Mar 2011 
666,Reliance can test Rs 1060: Thukral, 14 Mar 2011
667,"ONGC can touch Rs 300, says Thacker", 14 Mar 2011
668,In pics: Indian billionaires who lost a lot of money in '10,10 Mar 2011 
669,Reliance has target of Rs 1160: Edelweiss Capital,10 Mar 2011 
670,"Forbes Billionaires 2011: Mittal,Mukesh Ambani in top 10",10 Mar 2011 
671,Tulsian retains Reliance Industries target of Rs 1050,09 Mar 2011 
672,Technical Check: Accumulate Reliance Inds; target Rs 1110, 09 Mar 2011
673,India Inc's deal appetite swells to $7.7bn in Feb 2011,08 Mar 2011 
674,"Dalal`s view on ONGC, Reliance Inds",08 Mar 2011 
675,Prefer RIL to BPCL: Devang Mehta,08 Mar 2011 
676,Govt to waive off Rs 550cr loan soon: Madras Fertiliser,07 Mar 2011 
677,"ICICI Bank, ONGC look good for trading: India Infoline",07 Mar 2011 
678,India can be a $5 trillion economy by 2025: Mukesh Ambani, 04 Mar 2011
679,"BP-RIL deal may usher in fresh oil, gas investments", 04 Mar 2011
680,Jan refinery output rose the most since July,04 Mar 2011 
681,Reliance in 2-year pact with Hazira LNG: Sources,01 Mar 2011 
682,Profit can't be only priority of business: Mukesh Ambani,01 Mar 2011 
683,Union Budget 2011: Mukesh Ambani cheers it , 01 Mar 2011
684,Reliance Industries may buy 24% in IL&FS for $1.2b,28 Feb 2011 
685,RIL-BP exploring option of importing LNG,26 Feb 2011
686,Adi Godrej hopes for strong statement on GST in budget, 25 Feb 2011
687,Oil min for quick decision on Cairn-Vedanta deal,25 Feb 2011 
688,EIH settles insurance claims; 1-time loss of Rs 30.28 crore,25 Feb 2011 
689,RBS Asia Securities neutral on RIL, 25 Feb 2011
690,BP sees over 15 tcf gas resources in RIL blocks,24 Feb 2011 
691,Buy Reliance; target of Rs 1250: Anand Rathi Securities,24 Feb 2011 
692,S&P revises RIL outlook to positive, 24 Feb 2011
693,Reliance Industries can test Rs 1025: Jain, 24 Feb 2011
694,Buy Reliance Industries: Shah, 24 Feb 2011
695,Bull's Eye: Stocks to buy today,24 Feb 2011 
696,Will seek govt nod for RIL deal this week: BP,23 Feb 2011 
697,Reliance Inds looks good: Shanbhag,23 Feb 2011 
698,Reliance Industries has target of Rs 1260: Mehta,23 Feb 2011 
699,Buy Reliance Industries; target of Rs 1160: Angel Broking, 23 Feb 2011
700,Reliance Industries can test Rs 1025: Jain,23 Feb 2011 
701,Bull's Eye: Stocks to buy today,23 Feb 2011 
702,Gupta bullish on Reliance Inds,22 Feb 2011 
703,RIL has support at Rs 973-938: Kapadia,22 Feb 2011 
704,Reliance Industries can test Rs 1080: Joshi,22 Feb 2011 
705,RIL-BP deal will help create gas infra: Petronet LNG,22 Feb 2011 
706,RIL has target of Rs 1225: Indiabulls Sec,22 Feb 2011 
707,Do not see substantial upside in RIL: ICICI Sec, 22 Feb 2011
708,RIL may face resistance near Rs 1000-1020: Bhamre, 22 Feb 2011
709,Cairn-Vedanta deal different from RIL-BP: Mukesh Ambani, 22 Feb 2011
710,CLSA upgrades Reliance to buy after BP deal, 22 Feb 2011
711,Do not see much downside in RIL: Choksey, 22 Feb 2011
712,RBS ups Reliance Industries share target, 22 Feb 2011
713,RIL can move to Rs 1050: Tulsian, 22 Feb 2011
714,Expect re-rating in RIL going forward: Deven Choksey,22 Feb 2011 
715,Reliance Industries can test Rs 995: Jain,22 Feb 2011 
716,Buy Reliance Industries: Ashish Tater,22 Feb 2011 
717,Major FDI deals in India,22 Feb 2011 
718,RIL-BP deal: How are the valuations looking?,22 Feb 2011 
719,Bull's Eye: Stocks to buy today,22 Feb 2011 
720,RIL entering huge expansion phase: Enam Securities,21 Feb 2011 
721,Maha Mumbai SEZ can seek formal nod: Comm Min,21 Feb 2011 
722,Reliance-BP deal not on same footing as Cairn-Vedanta deal,21 Feb 2011 
723,BP deal to create unique value for shareholders: RIL,21 Feb 2011 
724,"RIL, BP JV for sourcing and marketing of gas in India",21 Feb 2011 
725,BP to take over 30% stake in 23 oil & gas blocks of RIL,21 Feb 2011 
726,RIL gets new partner for Marcellus shale gas,18 Feb 2011
727,Buy 950 Call of RIL: VK Sharma, 18 Feb 2011
728,Credit Suisse cuts Reliance Industries EPS estimates, 18 Feb 2011
729,RIL has resistance at Rs 950-960: Jai Bala,16 Feb 2011 
730,"Buy Reliance Industries, says Baliga", 14 Feb 2011
731,RIL seeks help from Shell to fix KG-D6 glitches,11 Feb 2011
732,RIL set to roll-out $30 bn mega capex plan,11 Feb 2011
733,Enter Reliance Industries at around Rs 900: Tulsian, 08 Feb 2011
734,Expect RIL to be top stock for FY12: Quantum Sec  ,07 Feb 2011 
735,Reliance says Chevron deal undervalues Atlas assets,07 Feb 2011
736,BP in talks to buy stake in RIL gas block: Report,07 Feb 2011 
737,Reliance Industries can slip 10%: Thacker,07 Feb 2011 
738,RIL may see another 10% downside: Thacker,04 Feb 2011 
739,RIL can slip to Rs 915-910: Manghnani,04 Feb 2011 
740,Reliance Industries hires advisors to explore Atlas options, 03 Feb 2011
741,RIL to shut Jamnagar refinery for 5 weeks,03 Feb 2011 
742,RIL has resistance at Rs 955-970: Sharma,03 Feb 2011 
743,"Enter in Reliance Industries, says Radhika Gupta",02 Feb 2011 
744,Reliance Industries may go to Rs 700: Bala,02 Feb 2011 
745,Kapadia bullish on RIL,02 Feb 2011 
746,Reliance Industries has target of Rs 950-960: Gupta, 02 Feb 2011
747,RIL to evaluate options in Atlas JV post Chevron buy,02 Feb 2011 
748,Reliance Inds has support at Rs 875-885: Mohindar,01 Feb 2011 
749,Short RIL on upside: Kedia, 01 Feb 2011
750,Buy RIL in Rs 875-900 range: Kulkarni,31 Jan 2011 
751,"Reliance, SBI, HUL will lead market: Kapadia",31 Jan 2011 
752,RIL may slip to Rs 890: Choksey,28 Jan 2011 
753,Enter Reliance Industries at Rs 900: Kulkarni,28 Jan 2011 
754,"Reliance, IL&FS to jointly develop model economic township at Haryana",27 Jan 2011 
755,RIL can come down to Rs 860-870: India Infoline,27 Jan 2011 
756,Reliance Industries a safer bet: Choksey, 27 Jan 2011
757,Remain underweight on RIL: Kotak Institutional, 25 Jan 2011
758,Short RIL at Rs 986-987: Anu Jain,25 Jan 2011 
759,Bharti Airtel stronger than Reliance: Manghnani,24 Jan 2011 
760,Buy Reliance Industries; target of Rs 1160: Angel Broking,24 Jan 2011 
761,"Refining, petchem margins continued to grow in Q3: Ambani",21 Jan 2011 
762,"RIL's Q4 likely be better than Q3, says Tulsian",21 Jan 2011 
763,RIL Q3 nos in line with expectations: Experts,21 Jan 2011 
764,RIL Q3 net profit up 28.14% at Rs 5136 cr,21 Jan 2011 
765,Earnings preview: What IIFL expects from RIL in Q3,21 Jan 2011 
766,Reliance Industries has target of Rs 1175: Jain,21 Jan 2011 
767,"Hold Reliance Industries, says Joshi",21 Jan 2011 
768,Buy Reliance Industries: Sanjay Dutt, 21 Jan 2011
769,RIL has resistance at Rs 990-1000: Gupta, 21 Jan 2011
770,"See RIL's Q3 net profit at Rs 5,060cr: SP Tulsian", 21 Jan 2011
771,RIL Q3 net profit seen up 29.7% to Rs 5200 cr,20 Jan 2011 
772,RIL finds support at Rs 945-950: Sharma,20 Jan 2011 
773,Suresh Mahadevan underweight on RIL, 20 Jan 2011
774,Buy Reliance 980 Put: VK Sharma, 20 Jan 2011
775,Reliance Ind has strong support at Rs 920: Jai Bala,19 Jan 2011 
776,Stable outlook for Indian oil and gas sector in 2011: Fitch, 17 Jan 2011
777,Buy Reliance Industries on dips: Baliga,13 Jan 2011 
778,RIL Dec qtr PAT seen up 38% at Rs 5535cr: Angel,13 Jan 2011 
779,RBS Asia neutral on RIL,12 Jan 2011 
780,Reliance Industries D6 block capacity falls to 52-53 mmscmd,11 Jan 2011 
781,"IDFC Sec bullish on IT sector, wary of RIL", 11 Jan 2011
782,RIL has support at Rs 1000: Bhamre, 11 Jan 2011
783,Buy Reliance Industries: Thukral,10 Jan 2011 
784,Pick Reliance Industries: Bhambwani,07 Jan 2011 
785,Invest in Reliance Industries: Mehta,05 Jan 2011 
786,Reliance Industries a trading bet: Sampriti Capital, 05 Jan 2011
787,RIL commissions business transformation plans for FY12,03 Jan 2011 
788,RIL commissions biz transformation plans for FY12: sources,03 Jan 2011 
